Maker,Category,Registrations,Year
MORRIS MOTORS LTD,MMV,0,2021
NIRMAL BROTHER,MMV,0,2021
NISSAN MOTOR INDIA PVT LTD,MMV,0,2021
NORTON,MMV,0,2021
OTHERS,MMV,0,2021
PCA AUTOMOBILES INDIA PVT LTD,MMV,0,2021
PIAGGIO VEHICLES PVT LTD,MMV,0,2021
PORSCHE AG,MMV,0,2021
PORSCHE AG GERMANY,MMV,0,2021
RELIANT ANDERSON INTL,MMV,0,2021
RENAULT INDIA PVT LTD,MMV,0,2021
ROLLS ROYCE,MMV,0,2021
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),MMV,0,2021
ROYAL-ENFIELD (UNIT OF EICHER LTD),MMV,0,2021
SANSAR INDUSTRIES,MMV,0,2021
SKODA AUTO AS,MMV,0,2021
SKODA AUTO INDIA PVT LTD,MMV,0,2021
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,MMV,0,2021
SML ISUZU LTD,MMV,2,2021
SMV,MMV,0,2021
SUNGLOW FAB LLP,MMV,0,2021
TATA MOTORS LTD,MMV,44,2021
TATA MOTORS PASSENGER VEHICLES LTD,MMV,0,2021
TELCO LTD,MMV,0,2021
TELSA INC,MMV,0,2021
TOYOTA KIRLOSKAR MOTOR PVT LTD,MMV,0,2021
TOYOTA MATERIAL HANDLING INDIA PVT LTD,MMV,0,2021
TVS MOTOR COMPANY LTD,MMV,0,2021
VARANI RAJ ESTATE MANAGEMENT,MMV,0,2021
VE COMMERCIAL VEHICLES LTD,MMV,6,2021
VINTAGE VEHICLES,MMV,0,2021
VOLKSWAGEN AG,MMV,0,2021
VOLKSWAGEN INDIA PVT LTD,MMV,0,2021
VOLTAS LIMITED,MMV,0,2021
VOLVO AUTO INDIA PVT LTD,MMV,0,2021
WILLYS INDIA LTD,MMV,0,2021
ADITYA AGRO INDUSTRIES,HMV,0,2021
AHMED MOTORS,HMV,0,2021
AJAY ENTERPRISES,HMV,0,2021
ASHOK LEYLAND LTD,HMV,3,2021
ASTON MARTIN LAGONDA LTD,HMV,0,2021
ASTON MARTIN LAGONDA PVT LTD,HMV,0,2021
AUDI AG,HMV,0,2021
AUTOMOBILI LAMBORGHINI S.P.A,HMV,0,2021
BAJAJ AUTO LTD,HMV,0,2021
BAJAJ IMPLEMENTS PVT LTD,HMV,0,2021
BENTLEY MOTORS LIMITED,HMV,0,2021
BMW INDIA PVT LTD,HMV,0,2021
CHEVROLET SALES INDIA PVT LTD,HMV,0,2021
CLASSIC LEGENDS PVT LTD,HMV,0,2021
DAIMLER AG,HMV,0,2021
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HMV,0,2021
DHANNLAXMI AUTOWORKS,HMV,0,2021
DODGE MOTORS,HMV,0,2021
DUCATI INDIA PVT LTD,HMV,0,2021
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),HMV,0,2021
FCA INDIA AUTOMOBILES PRIVATE LIMITED,HMV,0,2021
FERRARI INDIA PRIVATE LIMITED,HMV,0,2021
FERRARI SPA,HMV,0,2021
FONEX LTD,HMV,0,2021
FORCE MOTORS LIMITED,HMV,0,2021
FORD INDIA PVT LTD,HMV,0,2021
GENERAL MOTORS INDIA PVT LTD,HMV,0,2021
HERO HONDA MOTORS  LTD,HMV,0,2021
HERO MOTOCORP LTD,HMV,0,2021
HINDUSTAN MOTOR CORPORATION,HMV,0,2021
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,HMV,0,2021
HONDA CARS INDIA LTD,HMV,0,2021
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,HMV,0,2021
HONGHUA INTER CO LTD,HMV,0,2021
HYUNDAI MOTOR INDIA LTD,HMV,0,2021
"HYUNDAI MOTORS LTD, SOUTH KOREA",HMV,0,2021
INDIA YAMAHA MOTOR PVT LTD,HMV,0,2021
ISUZU MOTORS INDIA PVT LTD,HMV,0,2021
JAGRUTI MOTORS LTD.,HMV,0,2021
JAGUAR LAND ROVER INDIA LIMITED,HMV,0,2021
JANTA SUPER TRAILOR,HMV,0,2021
JAYEM AUTOMOTIVES PVT LTD,HMV,0,2021
JCB INDIA LIMITED,HMV,0,2021
JSW MG MOTOR INDIA PVT LTD,HMV,0,2021
KIA INDIA PRIVATE LIMITED,HMV,0,2021
KIA MOTORS CORPN,HMV,0,2021
KINETIC MOTOR COMPANY LIMITED,HMV,0,2021
LAMBORGHINI,HMV,0,2021
MAHESH ENGINEERING WORKS,HMV,0,2021
MAHINDRA DEFENCE SYSTEMS LTD,HMV,0,2021
MAHINDRA ELECTRIC MOBILITY LIMITED,HMV,0,2021
MAHINDRA & MAHINDRA LIMITED,HMV,3,2021
MAHINDRA & MAHINDRA LIMITED (TRACTOR),HMV,0,2021
MAHINDRA VEHICLE MANUFACTURER LIMITED,HMV,0,2021
MAIT S.P.A,HMV,0,2021
MARUTI INDUSTRIES,HMV,0,2021
MARUTI SUZUKI INDIA LTD,HMV,0,2021
MARUTI UDYOG LTD,HMV,0,2021
MASERATI S.P.A,HMV,0,2021
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),HMV,0,2021
MERCEDES -BENZ AG,HMV,0,2021
MERCEDES-BENZ INDIA PVT LTD,HMV,0,2021
MERCURY COUGAR,HMV,0,2021
MG CAR COMPANY LIMITED,HMV,0,2021
MITHU BAJRANG ENG.WORKS,HMV,0,2021
MITSUBISHI MOTORS CORPORATION,HMV,0,2021
MORRIS MOTORS LTD,HMV,0,2021
NIRMAL BROTHER,HMV,0,2021
NISSAN MOTOR INDIA PVT LTD,HMV,0,2021
NORTON,HMV,0,2021
OTHERS,HMV,0,2021
PCA AUTOMOBILES INDIA PVT LTD,HMV,0,2021
PIAGGIO VEHICLES PVT LTD,HMV,0,2021
PORSCHE AG,HMV,0,2021
PORSCHE AG GERMANY,HMV,0,2021
RELIANT ANDERSON INTL,HMV,0,2021
RENAULT INDIA PVT LTD,HMV,0,2021
ROLLS ROYCE,HMV,0,2021
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),HMV,0,2021
ROYAL-ENFIELD (UNIT OF EICHER LTD),HMV,0,2021
SANSAR INDUSTRIES,HMV,0,2021
SKODA AUTO AS,HMV,0,2021
SKODA AUTO INDIA PVT LTD,HMV,0,2021
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,HMV,0,2021
SML ISUZU LTD,HMV,0,2021
SMV,HMV,0,2021
SUNGLOW FAB LLP,HMV,0,2021
TATA MOTORS LTD,HMV,25,2021
TATA MOTORS PASSENGER VEHICLES LTD,HMV,0,2021
TELCO LTD,HMV,0,2021
TELSA INC,HMV,0,2021
TOYOTA KIRLOSKAR MOTOR PVT LTD,HMV,0,2021
TOYOTA MATERIAL HANDLING INDIA PVT LTD,HMV,0,2021
TVS MOTOR COMPANY LTD,HMV,0,2021
VARANI RAJ ESTATE MANAGEMENT,HMV,0,2021
VE COMMERCIAL VEHICLES LTD,HMV,5,2021
VINTAGE VEHICLES,HMV,0,2021
VOLKSWAGEN AG,HMV,0,2021
VOLKSWAGEN INDIA PVT LTD,HMV,0,2021
VOLTAS LIMITED,HMV,0,2021
VOLVO AUTO INDIA PVT LTD,HMV,0,2021
WILLYS INDIA LTD,HMV,0,2021
A1 HEAVY EQUIPMENTS DEVELOPER,4WIC,0,2022
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,4WIC,0,2022
ASHOK LEYLAND LTD,4WIC,0,2022
ASTON MARTIN LAGONDA LTD,4WIC,0,2022
ASTON MARTIN LAGONDA PVT LTD,4WIC,0,2022
AUDI AG,4WIC,0,2022
AUSTIN LTD,4WIC,0,2022
AUTOMOBILI LAMBORGHINI S.P.A,4WIC,0,2022
BAJAJ AUTO LTD,4WIC,0,2022
BAJAJ TEMPO LIMITED,4WIC,0,2022
BENTLEY MOTORS LIMITED,4WIC,0,2022
BMW INDIA PVT LTD,4WIC,4,2022
BYD INDIA PRIVATE LIMITED,4WIC,0,2022
CHEVROLET SALES INDIA PVT LTD,4WIC,0,2022
CLASSIC LEGENDS PVT LTD,4WIC,0,2022
DAIMLER AG,4WIC,0,2022
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,4WIC,0,2022
DODGE MOTORS,4WIC,0,2022
FCA INDIA AUTOMOBILES PRIVATE LIMITED,4WIC,5,2022
FERRARI INDIA PRIVATE LIMITED,4WIC,0,2022
FERRARI SPA,4WIC,0,2022
FORCE MOTORS LIMITED,4WIC,0,2022
FORD INDIA PVT LTD,4WIC,0,2022
GENERAL MOTORS INDIA PVT LTD,4WIC,0,2022
HERO MOTOCORP LTD,4WIC,7,2022
HILLMAN MOTORS LTD,4WIC,0,2022
HINDUSTAN MOTOR CORPORATION,4WIC,0,2022
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,4WIC,0,2022
HONDA CARS INDIA LTD,4WIC,89,2022
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,4WIC,2,2022
HYUNDAI MOTOR INDIA LTD,4WIC,365,2022
"HYUNDAI MOTORS LTD, SOUTH KOREA",4WIC,0,2022
INDIA YAMAHA MOTOR PVT LTD,4WIC,0,2022
ISUZU MOTORS INDIA PVT LTD,4WIC,0,2022
JAGUAR LAND ROVER INDIA LIMITED,4WIC,0,2022
J.C. BAMFORD EXCAVATORS LIMITED,4WIC,0,2022
JEEP CHEROKEE,4WIC,0,2022
JSW MG MOTOR INDIA PVT LTD,4WIC,5,2022
KIA INDIA PRIVATE LIMITED,4WIC,183,2022
KIA MOTORS CORPN,4WIC,0,2022
LAMBORGHINI,4WIC,0,2022
LEXUS MOTORS LTD,4WIC,0,2022
LOCAL TRAILER MANUFACTURER,4WIC,0,2022
LOTUS CARS,4WIC,0,2022
MAHINDRA DEFENCE SYSTEMS LTD,4WIC,0,2022
MAHINDRA ELECTRIC MOBILITY LIMITED,4WIC,0,2022
MAHINDRA & MAHINDRA LIMITED,4WIC,81,2022
MARUTI INDUSTRIES,4WIC,0,2022
MARUTI SUZUKI INDIA LTD,4WIC,"1,201",2022
MARUTI UDYOG LTD,4WIC,0,2022
MASERATI S.P.A,4WIC,0,2022
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),4WIC,0,2022
MERCEDES -BENZ AG,4WIC,0,2022
MERCEDES-BENZ INDIA PVT LTD,4WIC,3,2022
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),4WIC,0,2022
MITSUBISHI MOTORS CORPORATION,4WIC,0,2022
NEW HOLLAND FIAT INDIA PVT. LTD.,4WIC,0,2022
NIRMAL BROTHER,4WIC,0,2022
NISSAN MOTOR INDIA PVT LTD,4WIC,19,2022
OTHERS,4WIC,36,2022
PCA AUTOMOBILES INDIA PVT LTD,4WIC,0,2022
PIAGGIO VEHICLES PVT LTD,4WIC,0,2022
PORSCHE AG,4WIC,0,2022
PORSCHE AG GERMANY,4WIC,0,2022
RENAULT INDIA PVT LTD,4WIC,98,2022
ROLLS ROYCE,4WIC,0,2022
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),4WIC,0,2022
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),4WIC,0,2022
ROVER COMPANY,4WIC,0,2022
ROYAL-ENFIELD (UNIT OF EICHER LTD),4WIC,0,2022
SHREE CARS PVT. LTD,4WIC,0,2022
SKODA AUTO AS,4WIC,0,2022
SKODA AUTO INDIA PVT LTD,4WIC,0,2022
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,4WIC,38,2022
SML ISUZU LTD,4WIC,0,2022
SMV,4WIC,0,2022
SUZUKI MOTORCYCLE INDIA PVT LTD,4WIC,0,2022
SWARAJ AUTOMOTIVES LTD,4WIC,0,2022
TATA ADVANCED SYSTEMS LTD,4WIC,0,2022
TATA MOTORS LTD,4WIC,81,2022
TATA MOTORS PASSENGER VEHICLES LTD,4WIC,525,2022
TELCO LTD,4WIC,0,2022
TOYOTA KIRLOSKAR MOTOR PVT LTD,4WIC,51,2022
TVS MOTOR COMPANY LTD,4WIC,12,2022
VE COMMERCIAL VEHICLES LTD,4WIC,0,2022
VINTAGE VEHICLES,4WIC,0,2022
VOLKSWAGEN AG,4WIC,0,2022
VOLKSWAGEN INDIA PVT LTD,4WIC,0,2022
VOLVO AUTO INDIA PVT LTD,4WIC,2,2022
"""VOLVO GROUP INDIA PVT LTD""",4WIC,0,2022
WILLYS INDIA LTD,4WIC,0,2022
WUXI SAIGE (IMPORTER: WARIVO MOTOR),4WIC,0,2022
A1 HEAVY EQUIPMENTS DEVELOPER,LMV,1,2022
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,LMV,1,2022
ASHOK LEYLAND LTD,LMV,15,2022
ASTON MARTIN LAGONDA LTD,LMV,8,2022
ASTON MARTIN LAGONDA PVT LTD,LMV,1,2022
AUDI AG,LMV,598,2022
AUSTIN LTD,LMV,1,2022
AUTOMOBILI LAMBORGHINI S.P.A,LMV,93,2022
