Maker,Category,Registrations,Year
BAJAJ AUTO LTD,LMV,70,2022
BAJAJ TEMPO LIMITED,LMV,2,2022
BENTLEY MOTORS LIMITED,LMV,23,2022
BMW INDIA PVT LTD,LMV,"11,055",2022
BYD INDIA PRIVATE LIMITED,LMV,360,2022
CHEVROLET SALES INDIA PVT LTD,LMV,1,2022
CLASSIC LEGENDS PVT LTD,LMV,1,2022
DAIMLER AG,LMV,15,2022
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,LMV,0,2022
DODGE MOTORS,LMV,2,2022
FCA INDIA AUTOMOBILES PRIVATE LIMITED,LMV,"12,085",2022
FERRARI INDIA PRIVATE LIMITED,LMV,8,2022
FERRARI SPA,LMV,13,2022
FORCE MOTORS LIMITED,LMV,"1,674",2022
FORD INDIA PVT LTD,LMV,392,2022
GENERAL MOTORS INDIA PVT LTD,LMV,4,2022
HERO MOTOCORP LTD,LMV,5,2022
HILLMAN MOTORS LTD,LMV,1,2022
HINDUSTAN MOTOR CORPORATION,LMV,11,2022
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,LMV,3,2022
HONDA CARS INDIA LTD,LMV,"85,133",2022
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,LMV,3,2022
HYUNDAI MOTOR INDIA LTD,LMV,"5,10,173",2022
"HYUNDAI MOTORS LTD, SOUTH KOREA",LMV,27,2022
INDIA YAMAHA MOTOR PVT LTD,LMV,2,2022
ISUZU MOTORS INDIA PVT LTD,LMV,877,2022
JAGUAR LAND ROVER INDIA LIMITED,LMV,"1,859",2022
J.C. BAMFORD EXCAVATORS LIMITED,LMV,1,2022
JEEP CHEROKEE,LMV,2,2022
JSW MG MOTOR INDIA PVT LTD,LMV,"40,530",2022
KIA INDIA PRIVATE LIMITED,LMV,"2,15,698",2022
KIA MOTORS CORPN,LMV,5,2022
LAMBORGHINI,LMV,2,2022
LEXUS MOTORS LTD,LMV,1,2022
LOCAL TRAILER MANUFACTURER,LMV,1,2022
LOTUS CARS,LMV,1,2022
MAHINDRA DEFENCE SYSTEMS LTD,LMV,2,2022
MAHINDRA ELECTRIC MOBILITY LIMITED,LMV,3,2022
MAHINDRA & MAHINDRA LIMITED,LMV,"2,71,671",2022
MARUTI INDUSTRIES,LMV,2,2022
MARUTI SUZUKI INDIA LTD,LMV,"13,58,651",2022
MARUTI UDYOG LTD,LMV,464,2022
MASERATI S.P.A,LMV,24,2022
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),LMV,11,2022
MERCEDES -BENZ AG,LMV,364,2022
MERCEDES-BENZ INDIA PVT LTD,LMV,"13,133",2022
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),LMV,1,2022
MITSUBISHI MOTORS CORPORATION,LMV,7,2022
NEW HOLLAND FIAT INDIA PVT. LTD.,LMV,1,2022
NIRMAL BROTHER,LMV,1,2022
NISSAN MOTOR INDIA PVT LTD,LMV,"32,048",2022
OTHERS,LMV,"22,204",2022
PCA AUTOMOBILES INDIA PVT LTD,LMV,"3,593",2022
PIAGGIO VEHICLES PVT LTD,LMV,1,2022
PORSCHE AG,LMV,3,2022
PORSCHE AG GERMANY,LMV,665,2022
RENAULT INDIA PVT LTD,LMV,"78,404",2022
ROLLS ROYCE,LMV,19,2022
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),LMV,3,2022
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),LMV,9,2022
ROVER COMPANY,LMV,1,2022
ROYAL-ENFIELD (UNIT OF EICHER LTD),LMV,9,2022
SHREE CARS PVT. LTD,LMV,1,2022
SKODA AUTO AS,LMV,2,2022
SKODA AUTO INDIA PVT LTD,LMV,833,2022
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LMV,"80,961",2022
SML ISUZU LTD,LMV,2,2022
SMV,LMV,48,2022
SUZUKI MOTORCYCLE INDIA PVT LTD,LMV,3,2022
SWARAJ AUTOMOTIVES LTD,LMV,1,2022
TATA ADVANCED SYSTEMS LTD,LMV,1,2022
TATA MOTORS LTD,LMV,"38,262",2022
TATA MOTORS PASSENGER VEHICLES LTD,LMV,"4,19,627",2022
TELCO LTD,LMV,1,2022
TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,"1,40,606",2022
TVS MOTOR COMPANY LTD,LMV,4,2022
VE COMMERCIAL VEHICLES LTD,LMV,9,2022
VINTAGE VEHICLES,LMV,42,2022
VOLKSWAGEN AG,LMV,32,2022
VOLKSWAGEN INDIA PVT LTD,LMV,345,2022
VOLVO AUTO INDIA PVT LTD,LMV,"1,600",2022
"""VOLVO GROUP INDIA PVT LTD""",LMV,3,2022
WILLYS INDIA LTD,LMV,6,2022
WUXI SAIGE (IMPORTER: WARIVO MOTOR),LMV,2,2022
A1 HEAVY EQUIPMENTS DEVELOPER,MMV,0,2022
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,MMV,0,2022
ASHOK LEYLAND LTD,MMV,0,2022
ASTON MARTIN LAGONDA LTD,MMV,0,2022
ASTON MARTIN LAGONDA PVT LTD,MMV,0,2022
AUDI AG,MMV,0,2022
AUSTIN LTD,MMV,0,2022
AUTOMOBILI LAMBORGHINI S.P.A,MMV,0,2022
BAJAJ AUTO LTD,MMV,0,2022
BAJAJ TEMPO LIMITED,MMV,0,2022
BENTLEY MOTORS LIMITED,MMV,0,2022
BMW INDIA PVT LTD,MMV,0,2022
BYD INDIA PRIVATE LIMITED,MMV,0,2022
CHEVROLET SALES INDIA PVT LTD,MMV,0,2022
CLASSIC LEGENDS PVT LTD,MMV,0,2022
DAIMLER AG,MMV,0,2022
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,MMV,1,2022
DODGE MOTORS,MMV,0,2022
FCA INDIA AUTOMOBILES PRIVATE LIMITED,MMV,0,2022
FERRARI INDIA PRIVATE LIMITED,MMV,0,2022
FERRARI SPA,MMV,0,2022
FORCE MOTORS LIMITED,MMV,19,2022
FORD INDIA PVT LTD,MMV,0,2022
GENERAL MOTORS INDIA PVT LTD,MMV,0,2022
HERO MOTOCORP LTD,MMV,0,2022
HILLMAN MOTORS LTD,MMV,0,2022
HINDUSTAN MOTOR CORPORATION,MMV,0,2022
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,MMV,0,2022
HONDA CARS INDIA LTD,MMV,0,2022
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,MMV,0,2022
HYUNDAI MOTOR INDIA LTD,MMV,0,2022
"HYUNDAI MOTORS LTD, SOUTH KOREA",MMV,0,2022
INDIA YAMAHA MOTOR PVT LTD,MMV,0,2022
ISUZU MOTORS INDIA PVT LTD,MMV,0,2022
JAGUAR LAND ROVER INDIA LIMITED,MMV,0,2022
J.C. BAMFORD EXCAVATORS LIMITED,MMV,0,2022
JEEP CHEROKEE,MMV,0,2022
JSW MG MOTOR INDIA PVT LTD,MMV,0,2022
KIA INDIA PRIVATE LIMITED,MMV,0,2022
KIA MOTORS CORPN,MMV,0,2022
LAMBORGHINI,MMV,0,2022
LEXUS MOTORS LTD,MMV,0,2022
LOCAL TRAILER MANUFACTURER,MMV,0,2022
LOTUS CARS,MMV,0,2022
MAHINDRA DEFENCE SYSTEMS LTD,MMV,0,2022
MAHINDRA ELECTRIC MOBILITY LIMITED,MMV,0,2022
MAHINDRA & MAHINDRA LIMITED,MMV,6,2022
MARUTI INDUSTRIES,MMV,0,2022
MARUTI SUZUKI INDIA LTD,MMV,1,2022
MARUTI UDYOG LTD,MMV,0,2022
MASERATI S.P.A,MMV,0,2022
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),MMV,0,2022
MERCEDES -BENZ AG,MMV,0,2022
MERCEDES-BENZ INDIA PVT LTD,MMV,0,2022
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),MMV,0,2022
MITSUBISHI MOTORS CORPORATION,MMV,0,2022
NEW HOLLAND FIAT INDIA PVT. LTD.,MMV,0,2022
NIRMAL BROTHER,MMV,0,2022
NISSAN MOTOR INDIA PVT LTD,MMV,0,2022
OTHERS,MMV,0,2022
PCA AUTOMOBILES INDIA PVT LTD,MMV,0,2022
PIAGGIO VEHICLES PVT LTD,MMV,0,2022
PORSCHE AG,MMV,0,2022
PORSCHE AG GERMANY,MMV,0,2022
RENAULT INDIA PVT LTD,MMV,0,2022
ROLLS ROYCE,MMV,0,2022
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),MMV,0,2022
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),MMV,0,2022
ROVER COMPANY,MMV,0,2022
ROYAL-ENFIELD (UNIT OF EICHER LTD),MMV,0,2022
SHREE CARS PVT. LTD,MMV,0,2022
SKODA AUTO AS,MMV,0,2022
SKODA AUTO INDIA PVT LTD,MMV,0,2022
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,MMV,0,2022
SML ISUZU LTD,MMV,2,2022
SMV,MMV,0,2022
SUZUKI MOTORCYCLE INDIA PVT LTD,MMV,0,2022
SWARAJ AUTOMOTIVES LTD,MMV,0,2022
TATA ADVANCED SYSTEMS LTD,MMV,0,2022
TATA MOTORS LTD,MMV,2,2022
TATA MOTORS PASSENGER VEHICLES LTD,MMV,0,2022
TELCO LTD,MMV,0,2022
TOYOTA KIRLOSKAR MOTOR PVT LTD,MMV,0,2022
TVS MOTOR COMPANY LTD,MMV,0,2022
VE COMMERCIAL VEHICLES LTD,MMV,4,2022
VINTAGE VEHICLES,MMV,0,2022
VOLKSWAGEN AG,MMV,0,2022
VOLKSWAGEN INDIA PVT LTD,MMV,0,2022
VOLVO AUTO INDIA PVT LTD,MMV,0,2022
"""VOLVO GROUP INDIA PVT LTD""",MMV,0,2022
WILLYS INDIA LTD,MMV,0,2022
WUXI SAIGE (IMPORTER: WARIVO MOTOR),MMV,0,2022
A1 HEAVY EQUIPMENTS DEVELOPER,HMV,0,2022
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,HMV,0,2022
ASHOK LEYLAND LTD,HMV,0,2022
ASTON MARTIN LAGONDA LTD,HMV,0,2022
ASTON MARTIN LAGONDA PVT LTD,HMV,0,2022
AUDI AG,HMV,0,2022
AUSTIN LTD,HMV,0,2022
AUTOMOBILI LAMBORGHINI S.P.A,HMV,0,2022
BAJAJ AUTO LTD,HMV,0,2022
BAJAJ TEMPO LIMITED,HMV,0,2022
BENTLEY MOTORS LIMITED,HMV,0,2022
BMW INDIA PVT LTD,HMV,0,2022
BYD INDIA PRIVATE LIMITED,HMV,0,2022
CHEVROLET SALES INDIA PVT LTD,HMV,0,2022
CLASSIC LEGENDS PVT LTD,HMV,0,2022
DAIMLER AG,HMV,0,2022
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,HMV,0,2022
DODGE MOTORS,HMV,0,2022
FCA INDIA AUTOMOBILES PRIVATE LIMITED,HMV,0,2022
FERRARI INDIA PRIVATE LIMITED,HMV,0,2022
FERRARI SPA,HMV,0,2022
FORCE MOTORS LIMITED,HMV,0,2022
FORD INDIA PVT LTD,HMV,0,2022
GENERAL MOTORS INDIA PVT LTD,HMV,0,2022
HERO MOTOCORP LTD,HMV,0,2022
HILLMAN MOTORS LTD,HMV,0,2022
HINDUSTAN MOTOR CORPORATION,HMV,0,2022
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,HMV,0,2022
HONDA CARS INDIA LTD,HMV,0,2022
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,HMV,0,2022
HYUNDAI MOTOR INDIA LTD,HMV,0,2022
"HYUNDAI MOTORS LTD, SOUTH KOREA",HMV,0,2022
INDIA YAMAHA MOTOR PVT LTD,HMV,0,2022
ISUZU MOTORS INDIA PVT LTD,HMV,0,2022
JAGUAR LAND ROVER INDIA LIMITED,HMV,0,2022
J.C. BAMFORD EXCAVATORS LIMITED,HMV,0,2022
JEEP CHEROKEE,HMV,0,2022
JSW MG MOTOR INDIA PVT LTD,HMV,0,2022
KIA INDIA PRIVATE LIMITED,HMV,0,2022
KIA MOTORS CORPN,HMV,0,2022
LAMBORGHINI,HMV,0,2022
LEXUS MOTORS LTD,HMV,0,2022
LOCAL TRAILER MANUFACTURER,HMV,0,2022
LOTUS CARS,HMV,0,2022
MAHINDRA DEFENCE SYSTEMS LTD,HMV,0,2022
MAHINDRA ELECTRIC MOBILITY LIMITED,HMV,0,2022
MAHINDRA & MAHINDRA LIMITED,HMV,8,2022
MARUTI INDUSTRIES,HMV,0,2022
MARUTI SUZUKI INDIA LTD,HMV,0,2022
MARUTI UDYOG LTD,HMV,0,2022
MASERATI S.P.A,HMV,0,2022
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),HMV,0,2022
MERCEDES -BENZ AG,HMV,0,2022
MERCEDES-BENZ INDIA PVT LTD,HMV,0,2022
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),HMV,0,2022
MITSUBISHI MOTORS CORPORATION,HMV,0,2022
NEW HOLLAND FIAT INDIA PVT. LTD.,HMV,0,2022
NIRMAL BROTHER,HMV,0,2022
NISSAN MOTOR INDIA PVT LTD,HMV,0,2022
OTHERS,HMV,0,2022
PCA AUTOMOBILES INDIA PVT LTD,HMV,0,2022
PIAGGIO VEHICLES PVT LTD,HMV,0,2022
PORSCHE AG,HMV,0,2022
PORSCHE AG GERMANY,HMV,0,2022
RENAULT INDIA PVT LTD,HMV,0,2022
ROLLS ROYCE,HMV,0,2022
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),HMV,0,2022
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),HMV,0,2022
ROVER COMPANY,HMV,0,2022
ROYAL-ENFIELD (UNIT OF EICHER LTD),HMV,0,2022
SHREE CARS PVT. LTD,HMV,0,2022
SKODA AUTO AS,HMV,0,2022
SKODA AUTO INDIA PVT LTD,HMV,0,2022
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,HMV,0,2022
SML ISUZU LTD,HMV,1,2022
SMV,HMV,0,2022
SUZUKI MOTORCYCLE INDIA PVT LTD,HMV,0,2022
SWARAJ AUTOMOTIVES LTD,HMV,0,2022
TATA ADVANCED SYSTEMS LTD,HMV,0,2022
TATA MOTORS LTD,HMV,8,2022
TATA MOTORS PASSENGER VEHICLES LTD,HMV,0,2022
TELCO LTD,HMV,0,2022
TOYOTA KIRLOSKAR MOTOR PVT LTD,HMV,0,2022
TVS MOTOR COMPANY LTD,HMV,0,2022
VE COMMERCIAL VEHICLES LTD,HMV,2,2022
VINTAGE VEHICLES,HMV,0,2022
VOLKSWAGEN AG,HMV,0,2022
VOLKSWAGEN INDIA PVT LTD,HMV,0,2022
VOLVO AUTO INDIA PVT LTD,HMV,0,2022
"""VOLVO GROUP INDIA PVT LTD""",HMV,0,2022
WILLYS INDIA LTD,HMV,0,2022
WUXI SAIGE (IMPORTER: WARIVO MOTOR),HMV,0,2022
A-1 SUREJA INDUSTRIES,4WIC,0,2023
ADITYA ENTERPRISES,4WIC,0,2023
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,4WIC,0,2023
ASHOK LEYLAND LTD,4WIC,0,2023
ASTON MARTIN LAGONDA LTD,4WIC,0,2023
AUDI AG,4WIC,0,2023
AUTOMOBILI LAMBORGHINI S.P.A,4WIC,0,2023
BAJAJ AUTO LTD,4WIC,0,2023
BENTLEY MOTORS LIMITED,4WIC,0,2023
BMW INDIA PVT LTD,4WIC,3,2023
BYD INDIA PRIVATE LIMITED,4WIC,0,2023
CHEVROLET SALES INDIA PVT LTD,4WIC,0,2023
CHRYSLER MOTORS PVT LTD,4WIC,0,2023
CLASSIC LEGENDS PVT LTD,4WIC,0,2023
DAIMLER AG,4WIC,0,2023
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,4WIC,0,2023
DODGE MOTORS,4WIC,0,2023
FCA INDIA AUTOMOBILES PRIVATE LIMITED,4WIC,3,2023
FERRARI INDIA PRIVATE LIMITED,4WIC,0,2023
FERRARI SPA,4WIC,0,2023
FERRARI SPA (IMPORTER:SELECT CARS P LTD),4WIC,0,2023
FORCE MOTORS LIMITED,4WIC,0,2023
FORD INDIA PVT LTD,4WIC,0,2023
GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),4WIC,0,2023
GENERAL MOTORS INDIA PVT LTD,4WIC,0,2023
HERO MOTOCORP LTD,4WIC,2,2023
HINDUSTAN AGRO INDUSTRIES,4WIC,0,2023
HINDUSTAN MOTOR CORPORATION,4WIC,0,2023
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,4WIC,0,2023
HONDA CARS INDIA LTD,4WIC,62,2023
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,4WIC,3,2023
HOUSTAN INNOVATION LLP,4WIC,0,2023
HUNDAL INDUSTRIES,4WIC,0,2023
HYUNDAI MOTOR INDIA LTD,4WIC,500,2023
"HYUNDAI MOTORS LTD, SOUTH KOREA",4WIC,0,2023
INDIA YAMAHA MOTOR PVT LTD,4WIC,0,2023
INEOS AUTOMOTIVE LIMITED,4WIC,0,2023
ISUZU MOTORS INDIA PVT LTD,4WIC,0,2023
JAGUAR LAND ROVER INDIA LIMITED,4WIC,0,2023
JSW MG MOTOR INDIA PVT LTD,4WIC,13,2023
KIA INDIA PRIVATE LIMITED,4WIC,229,2023
KIA MOTORS CORPN,4WIC,0,2023
LEXUS MOTORS LTD,4WIC,0,2023
LOCAL TRAILER MANUFACTURER,4WIC,0,2023
"MADHUSUDAN ENG.WORKS,NIMAPADA",4WIC,0,2023
MAHINDRA DEFENCE SYSTEMS LTD,4WIC,0,2023
MAHINDRA ELECTRIC MOBILITY LIMITED,4WIC,0,2023
MAHINDRA LAST MILE MOBILITY LTD,4WIC,0,2023
MAHINDRA & MAHINDRA LIMITED,4WIC,161,2023
MANDAL ENGINEERING WORKSHOP,4WIC,0,2023
MARUTI INDUSTRIES,4WIC,0,2023
MARUTI SUZUKI INDIA LTD,4WIC,"1,464",2023
MARUTI UDYOG LTD,4WIC,0,2023
MASERATI S.P.A,4WIC,0,2023
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),4WIC,0,2023
MERCEDES -BENZ AG,4WIC,0,2023
MERCEDES-BENZ INDIA PVT LTD,4WIC,4,2023
MITSUBISHI MOTORS CORPORATION,4WIC,0,2023
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",4WIC,0,2023
NISSAN MOTOR INDIA PVT LTD,4WIC,14,2023
OTHERS,4WIC,5,2023
PCA AUTOMOBILES INDIA PVT LTD,4WIC,2,2023
PORSCHE AG GERMANY,4WIC,0,2023
RENAULT INDIA PVT LTD,4WIC,89,2023
ROLLS ROYCE,4WIC,0,2023
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),4WIC,0,2023
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),4WIC,0,2023
ROYAL-ENFIELD (UNIT OF EICHER LTD),4WIC,0,2023
SKODA AUTO AS,4WIC,0,2023
SKODA AUTO INDIA PVT LTD,4WIC,0,2023
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,4WIC,43,2023
SML ISUZU LTD,4WIC,0,2023
SUZUKI JAPAN,4WIC,0,2023
SUZUKI MOTORCYCLE INDIA PVT LTD,4WIC,0,2023
TATA ADVANCED SYSTEMS LTD,4WIC,0,2023
TATA MOTORS LTD,4WIC,0,2023
TATA MOTORS PASSENGER VEHICLES LTD,4WIC,849,2023
TATA PASSENGER ELECTRIC MOBILITY LTD,4WIC,28,2023
TOYOTA KIRLOSKAR MOTOR PVT LTD,4WIC,76,2023
TVS MOTOR COMPANY LTD,4WIC,4,2023
VE COMMERCIAL VEHICLES LTD,4WIC,0,2023
VINTAGE VEHICLES,4WIC,0,2023
VOLKSWAGEN AG,4WIC,0,2023
VOLKSWAGEN INDIA PVT LTD,4WIC,0,2023
VOLVO AUTO INDIA PVT LTD,4WIC,1,2023
"""VOLVO GROUP INDIA PVT LTD""",4WIC,0,2023
WILLYS INDIA LTD,4WIC,0,2023
WUXI SAIGE (IMPORTER: WARIVO MOTOR),4WIC,0,2023
A-1 SUREJA INDUSTRIES,LMV,1,2023
ADITYA ENTERPRISES,LMV,1,2023
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,LMV,2,2023
ASHOK LEYLAND LTD,LMV,6,2023
ASTON MARTIN LAGONDA LTD,LMV,6,2023
AUDI AG,LMV,"1,387",2023
AUTOMOBILI LAMBORGHINI S.P.A,LMV,72,2023
BAJAJ AUTO LTD,LMV,50,2023
BENTLEY MOTORS LIMITED,LMV,61,2023
BMW INDIA PVT LTD,LMV,"12,452",2023
BYD INDIA PRIVATE LIMITED,LMV,"1,789",2023
CHEVROLET SALES INDIA PVT LTD,LMV,1,2023
CHRYSLER MOTORS PVT LTD,LMV,2,2023
CLASSIC LEGENDS PVT LTD,LMV,1,2023
DAIMLER AG,LMV,2,2023
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,LMV,1,2023
DODGE MOTORS,LMV,1,2023
FCA INDIA AUTOMOBILES PRIVATE LIMITED,LMV,"7,326",2023
FERRARI INDIA PRIVATE LIMITED,LMV,25,2023
FERRARI SPA,LMV,23,2023
FERRARI SPA (IMPORTER:SELECT CARS P LTD),LMV,1,2023
FORCE MOTORS LIMITED,LMV,"1,597",2023
FORD INDIA PVT LTD,LMV,45,2023
GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),LMV,1,2023
GENERAL MOTORS INDIA PVT LTD,LMV,2,2023
HERO MOTOCORP LTD,LMV,3,2023
HINDUSTAN AGRO INDUSTRIES,LMV,6,2023
HINDUSTAN MOTOR CORPORATION,LMV,5,2023
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,LMV,5,2023
HONDA CARS INDIA LTD,LMV,"73,967",2023
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,LMV,0,2023
HOUSTAN INNOVATION LLP,LMV,1,2023
HUNDAL INDUSTRIES,LMV,2,2023
HYUNDAI MOTOR INDIA LTD,LMV,"5,38,423",2023
"HYUNDAI MOTORS LTD, SOUTH KOREA",LMV,9,2023
INDIA YAMAHA MOTOR PVT LTD,LMV,11,2023
INEOS AUTOMOTIVE LIMITED,LMV,1,2023
ISUZU MOTORS INDIA PVT LTD,LMV,928,2023
JAGUAR LAND ROVER INDIA LIMITED,LMV,"3,462",2023
JSW MG MOTOR INDIA PVT LTD,LMV,"49,407",2023
KIA INDIA PRIVATE LIMITED,LMV,"2,24,213",2023
KIA MOTORS CORPN,LMV,2,2023
LEXUS MOTORS LTD,LMV,2,2023
LOCAL TRAILER MANUFACTURER,LMV,1,2023
"MADHUSUDAN ENG.WORKS,NIMAPADA",LMV,1,2023
MAHINDRA DEFENCE SYSTEMS LTD,LMV,14,2023
MAHINDRA ELECTRIC MOBILITY LIMITED,LMV,1,2023
MAHINDRA LAST MILE MOBILITY LTD,LMV,1,2023
MAHINDRA & MAHINDRA LIMITED,LMV,"3,79,344",2023
MANDAL ENGINEERING WORKSHOP,LMV,1,2023
MARUTI INDUSTRIES,LMV,1,2023
MARUTI SUZUKI INDIA LTD,LMV,"14,19,083",2023
MARUTI UDYOG LTD,LMV,295,2023
MASERATI S.P.A,LMV,19,2023
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),LMV,9,2023
MERCEDES -BENZ AG,LMV,"1,194",2023
MERCEDES-BENZ INDIA PVT LTD,LMV,"14,158",2023
MITSUBISHI MOTORS CORPORATION,LMV,2,2023
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",LMV,1,2023
NISSAN MOTOR INDIA PVT LTD,LMV,"27,765",2023
OTHERS,LMV,"1,283",2023
PCA AUTOMOBILES INDIA PVT LTD,LMV,"8,566",2023
PORSCHE AG GERMANY,LMV,797,2023
RENAULT INDIA PVT LTD,LMV,"52,198",2023
ROLLS ROYCE,LMV,4,2023
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),LMV,18,2023
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),LMV,22,2023
ROYAL-ENFIELD (UNIT OF EICHER LTD),LMV,5,2023
SKODA AUTO AS,LMV,1,2023
SKODA AUTO INDIA PVT LTD,LMV,6,2023
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,LMV,"90,694",2023
SML ISUZU LTD,LMV,29,2023
SUZUKI JAPAN,LMV,2,2023
SUZUKI MOTORCYCLE INDIA PVT LTD,LMV,4,2023
TATA ADVANCED SYSTEMS LTD,LMV,1,2023
TATA MOTORS LTD,LMV,"2,066",2023
TATA MOTORS PASSENGER VEHICLES LTD,LMV,"4,73,357",2023
TATA PASSENGER ELECTRIC MOBILITY LTD,LMV,"33,750",2023
TOYOTA KIRLOSKAR MOTOR PVT LTD,LMV,"1,77,673",2023
TVS MOTOR COMPANY LTD,LMV,9,2023
VE COMMERCIAL VEHICLES LTD,LMV,22,2023
VINTAGE VEHICLES,LMV,14,2023
VOLKSWAGEN AG,LMV,1,2023
VOLKSWAGEN INDIA PVT LTD,LMV,13,2023
VOLVO AUTO INDIA PVT LTD,LMV,"2,107",2023
"""VOLVO GROUP INDIA PVT LTD""",LMV,3,2023
WILLYS INDIA LTD,LMV,2,2023
WUXI SAIGE (IMPORTER: WARIVO MOTOR),LMV,1,2023
A-1 SUREJA INDUSTRIES,MMV,0,2023
ADITYA ENTERPRISES,MMV,0,2023
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,MMV,0,2023
ASHOK LEYLAND LTD,MMV,0,2023
ASTON MARTIN LAGONDA LTD,MMV,0,2023
AUDI AG,MMV,0,2023
AUTOMOBILI LAMBORGHINI S.P.A,MMV,0,2023
BAJAJ AUTO LTD,MMV,0,2023
BENTLEY MOTORS LIMITED,MMV,0,2023
BMW INDIA PVT LTD,MMV,0,2023
BYD INDIA PRIVATE LIMITED,MMV,0,2023
CHEVROLET SALES INDIA PVT LTD,MMV,0,2023
CHRYSLER MOTORS PVT LTD,MMV,0,2023
CLASSIC LEGENDS PVT LTD,MMV,0,2023
DAIMLER AG,MMV,0,2023
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,MMV,0,2023
DODGE MOTORS,MMV,0,2023
FCA INDIA AUTOMOBILES PRIVATE LIMITED,MMV,0,2023
FERRARI INDIA PRIVATE LIMITED,MMV,0,2023
FERRARI SPA,MMV,0,2023
FERRARI SPA (IMPORTER:SELECT CARS P LTD),MMV,0,2023
FORCE MOTORS LIMITED,MMV,22,2023
FORD INDIA PVT LTD,MMV,0,2023
GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),MMV,0,2023
GENERAL MOTORS INDIA PVT LTD,MMV,0,2023
HERO MOTOCORP LTD,MMV,0,2023
HINDUSTAN AGRO INDUSTRIES,MMV,0,2023
HINDUSTAN MOTOR CORPORATION,MMV,0,2023
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,MMV,0,2023
HONDA CARS INDIA LTD,MMV,0,2023
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,MMV,0,2023
HOUSTAN INNOVATION LLP,MMV,0,2023
HUNDAL INDUSTRIES,MMV,0,2023
HYUNDAI MOTOR INDIA LTD,MMV,0,2023
"HYUNDAI MOTORS LTD, SOUTH KOREA",MMV,0,2023
INDIA YAMAHA MOTOR PVT LTD,MMV,0,2023
INEOS AUTOMOTIVE LIMITED,MMV,0,2023
ISUZU MOTORS INDIA PVT LTD,MMV,0,2023
JAGUAR LAND ROVER INDIA LIMITED,MMV,0,2023
JSW MG MOTOR INDIA PVT LTD,MMV,0,2023
KIA INDIA PRIVATE LIMITED,MMV,0,2023
