Maker,Category,Registrations,Year
ZENTHIUM EV PVT LTD,3WN,0,2022
ZEOPLUS AXIS INDIA PVT. LTD.,3WN,0,2022
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,3WN,0,2022
ZESAR MOTORS PVT LTD,3WN,0,2022
ZOHAN TRADERS AND BIG METRO,3WN,0,2022
3EV INDUSTRIES PVT LTD,3WT,390,2022
3S INDUSTRIES PRIVATE LIMITED,3WT,68,2022
A3T INCORPORTED,3WT,8,2022
AADHYA ENTERPRISES,3WT,517,2022
AADITYA GARBAGE PRODUCTS PVT LTD,3WT,10,2022
AAHANA COMMERCE PVT LTD,3WT,310,2022
AARGEE ELECTRIC,3WT,9,2022
ACCRETION POWER AUTOS,3WT,608,2022
ADAPT MOTORS PVT LTD,3WT,3,2022
ADIDEV TECHNOA PVT LTD,3WT,168,2022
ADITYA ENTERPRISES,3WT,3,2022
ADITYA SAI INDUSTRIES,3WT,129,2022
AGRAWAL RENEWABLE ENERGY PVT LTD,3WT,1,2022
AJAY MOTORS PRIVATE LIMITED,3WT,33,2022
A K AUTTO ELECTRICAL,3WT,3,2022
A K GUPTA & CO.,3WT,433,2022
ALBEDO VISION PVT LTD,3WT,14,2022
ALLFINE INDUSTRIES PVT LTD,3WT,"5,883",2022
ALTIER ELECTRIC VEHICLES PVT LTD,3WT,"1,626",2022
ALTIGREEN PROPULSION LABS PVT LTD,3WT,699,2022
ALTIUS TECHNOLOGIES,3WT,9,2022
AMAN AUTOMOBILES,3WT,30,2022
AMAN ELECTRIC VEHICLES,3WT,39,2022
AMBIKA ENTERPRISES,3WT,92,2022
AMBIKA INDUSTRIES,3WT,"1,159",2022
ANJALI AUTO COMPONENTS,3WT,21,2022
ANJALI TRADERS,3WT,75,2022
ANKUSH AUTO DEALS,3WT,2,2022
APARNA INDUSTRIES,3WT,86,2022
A P I MOTORS PVT LTD,3WT,814,2022
APM AUTO SALES,3WT,399,2022
APSARA ENTERPRISE,3WT,379,2022
ARCHIT ENTERPRISES,3WT,564,2022
ARD EXIM,3WT,36,2022
ARMAN GREEN VEHICLES PVT LTD,3WT,14,2022
ARNA ELECTRIC AUTO PVT LTD,3WT,344,2022
ARROW AUTOMOTIVE,3WT,"2,782",2022
ASHA IMPEX,3WT,61,2022
ASHWA ELECTRIC,3WT,1,2022
ASTER AUTOMOTIVE PVT LTD,3WT,2,2022
ATTOLENT AUTO GROUP PVT LTD,3WT,456,2022
ATUL AUTO LTD,3WT,"18,263",2022
ATUT SANGAM,3WT,943,2022
AUTOECO GREEN ENERGY PVT LTD,3WT,21,2022
AUTOHAUS PRIVATE LIMITED,3WT,485,2022
AUTOLITE (INDIA) LIMITED,3WT,64,2022
A.V.AUTOMOTIVES PVT LTD,3WT,"1,451",2022
AVL ELECTRIC VEHICLES PVT LTD,3WT,"1,480",2022
AVON CYCLE LTD INDIA,3WT,40,2022
AVON CYCLES LTD,3WT,760,2022
BABA E-VEHICLES,3WT,288,2022
BAGHWAN RIKSHAW UDYOG,3WT,3,2022
BAJAJ AUTO LTD,3WT,"2,16,141",2022
BAJAJ IMPLEMENTS PVT. LTD,3WT,195,2022
BALAN ENGINEERING PVT LTD,3WT,105,2022
BAL GOPAL WHEELS PVT LTD,3WT,64,2022
BALI AUTO INDUSTRIES,3WT,333,2022
BENTINCK INDUSTRIES PVT. LTD.,3WT,254,2022
BEST WAY AGENCIES PVT LTD,3WT,"6,445",2022
BESTWAY AGENCIES PVT LTD,3WT,141,2022
BESTWAY BANARASH,3WT,12,2022
BHADAURIA ENTERPRISES,3WT,7,2022
BHAVE ELECTRIC VEHICLES PVT LTD,3WT,"1,591",2022
BHM INDUSTRIES,3WT,"1,028",2022
BIG BULL TRADER PVT LTD,3WT,307,2022
BIJNOR ENTERPRISES,3WT,52,2022
BRIGHT AUTOZONE PVT LTD,3WT,"3,702",2022
BRIGHT METAL WORKS,3WT,7,2022
CAPITAL AUTO INDUSTRIES,3WT,"1,545",2022
CART INDIA,3WT,7,2022
CEEON INDIA,3WT,394,2022
CELLETRON MOTOR WORKS,3WT,11,2022
CHAMPION POLY PLAST,3WT,"13,089",2022
CHARUVIKRAM AUTOMOBILE PVT LTD,3WT,6,2022
CHAUHAN AUTO INDUSTRIES,3WT,406,2022
CHEHAK BATTERIES,3WT,223,2022
CITADEL ENTERPRISES(OPC) PVT LTD,3WT,36,2022
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,3WT,827,2022
C M OVERSEAS,3WT,34,2022
CONTINENTAL ENGINES PVT LTD,3WT,"5,424",2022
CYRUS AUTO INDUSTRIES PVT LTD,3WT,24,2022
DAKSH INDUSTRIES,3WT,"3,225",2022
DASHMESH TRADERS,3WT,83,2022
DAVE EXIM PVT LTD,3WT,243,2022
DD AUTO PVT LTD,3WT,13,2022
DEEP DRAWN TECHNOLOGIES,3WT,4,2022
DE EUSI MOTORS PVT LTD.,3WT,720,2022
DELTA AUTOCORP LTD,3WT,"1,334",2022
DESMOTO ELECTRICS PVT LTD,3WT,1,2022
DHAR INTERNATIONAL,3WT,104,2022
DIAMOND E VEHICLES,3WT,303,2022
DILLI ELECTRIC AUTO PVT LTD,3WT,"13,987",2022
DIVANSU AUTOMOBILES LTD,3WT,142,2022
DIVYA ENTERPRISES,3WT,744,2022
DSF INDUSTRIES PVT LTD,3WT,14,2022
D S INDUSTRIES,3WT,46,2022
DUKE AUTO INDIA,3WT,610,2022
DYNAVOLT TECHNOLOGY INDIA LTD,3WT,11,2022
DYS IMPEX PRIVATE LIMITED,3WT,421,2022
E-ASHWA AUTOMOTIVE PVT LTD,3WT,129,2022
EBUZZ MOBILITY LLP,3WT,1,2022
ECO DYNAAMIC EQUIPMENTS,3WT,34,2022
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,3WT,29,2022
ECO SMART VEHICLES PVT LTD,3WT,453,2022
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,3WT,4,2022
EDMRC MANNSCHAFT LLP,3WT,49,2022
EEVEE ENGINEERING PVT LTD,3WT,20,2022
EFEV CHARGING SOLUTION PVT LTD,3WT,82,2022
E-GURU AUTO ENERGY,3WT,12,2022
ELECTROTHERM (INDIA) LIMITED,3WT,5,2022
ELEPHANTA INDUSTRIES PVT LTD,3WT,49,2022
ELITE AUTO ENGINEERS PVT LTD,3WT,509,2022
E-MOTION AUTOMOTIVE INDUSTRY LLP,3WT,367,2022
ENERGY ELECTRIC VEHICLES,3WT,"6,263",2022
ENTICE IMPEX PVT LTD,3WT,188,2022
EPOWER VEHICLES PVT LTD,3WT,43,2022
E ROYCE MOTORS INDIA PVT LTD,3WT,"1,379",2022
ETRIO AUTOMOBILES PVT LTD,3WT,179,2022
EULER MOTORS PVT LTD,3WT,647,2022
EVBHARAT RANGE PRIVATE LIMITED,3WT,15,2022
EVCO AUTOMOBILES PVT LTD,3WT,57,2022
EVEX AUTO INDIA PVT LTD,3WT,297,2022
EVOLUTION AUTOTECH,3WT,2,2022
EXIDE INDUSTRIES LTD,3WT,"1,056",2022
EXTRA FAST SOLUTIONS,3WT,401,2022
EXTREME MOTORS,3WT,177,2022
FEDE INDUSTRIES PVT LTD,3WT,395,2022
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,3WT,268,2022
FITWEL MOBILITY PVT LTD,3WT,29,2022
FIVE ELEMENTS,3WT,23,2022
GAURI AUTO INDIA PVT. LTD,3WT,10,2022
GAYATRI ELECTRIC VEHICLES PVT LTD,3WT,"2,048",2022
G & G AUTOMOTIVE,3WT,699,2022
GKON ELECTRIC MOTOR VEHICLES PVT LTD,3WT,864,2022
G.K. RICKSHAW PVT LTD,3WT,"4,151",2022
G. M. VEHICLE INDUSTRIES,3WT,9,2022
GOBIND INDUSTRIES PVT LTD,3WT,12,2022
GODAWARI TECHNO SOLUTIONS PVT LTD,3WT,86,2022
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,3WT,644,2022
GOODWILL HI PRECISION WORKS PVT LTD,3WT,25,2022
GOPAL AUTO MOTORS PVT LTD,3WT,"1,054",2022
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,3WT,65,2022
GRD MOTORS,3WT,"2,155",2022
GREEN EVOLVE PVT LTD,3WT,69,2022
GREEN IMPEX,3WT,175,2022
GREEN KAIKETSU AUTOMATIVE IND,3WT,1,2022
GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,3WT,5,2022
GREEN SHUTTLE TECHNOLOGY PVT LTD,3WT,36,2022
GREEN STAR MOTORS,3WT,15,2022
GREENTECH AUTO LLP,3WT,6,2022
GREEN TECHNOLOGIES,3WT,43,2022
GREEN VALLEY MOTORS,3WT,14,2022
GREENWHEELS AUTOMOBILE PVT LTD,3WT,905,2022
GURU JI WHEELS,3WT,117,2022
GURUKIRPA INDUSTRIES,3WT,57,2022
G WILLIAMS FABRICATIONS LTD,3WT,2,2022
HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,3WT,12,2022
HARSH TRADING CO,3WT,45,2022
HERO ELECTRIC VEHICLES PVT. LTD,3WT,1,2022
HERO MOTOCORP LTD,3WT,1,2022
HIM TEKNOFORGE LTD,3WT,449,2022
HINDUSTAN MOTOR CORPORATION,3WT,"1,162",2022
HITECH ELECTRIC AUTO CO,3WT,2,2022
HI-TECH INDUSTRIES,3WT,297,2022
HITECH  MECHANICAL WORKS,3WT,2,2022
HITEK ELECTRIC AUTO CO,3WT,5,2022
HOOGHLY MOTORS PVT LTD,3WT,"2,599",2022
HOP MOTORS PVT LTD,3WT,217,2022
HOTAGE INDIA,3WT,"4,397",2022
HOVEL CYLINDER PVT LTD,3WT,21,2022
HUNDAL INDUSTRIES,3WT,848,2022
HYKON INDIA LTD,3WT,302,2022
INDIAN MOTORS,3WT,"1,114",2022
INDIA SAFE ENTERPRISE,3WT,16,2022
INDIA YAMAHA MOTOR PVT LTD,3WT,1,2022
INVVIGORS INDIA,3WT,9,2022
JADE KOREA SPINE LIFE,3WT,20,2022
JAIDKA POWER SYSTEMS PVT LTD,3WT,636,2022
JAIN POWER CORP,3WT,64,2022
JAISIK BUSINESS LINKS PVT LTD,3WT,224,2022
JAJODIA COMMODITIES PVT LTD,3WT,396,2022
JAYDEV ENTERPRISE,3WT,23,2022
JESSUN TECHNO PVT LTD,3WT,155,2022
JITENDRA NEW EV-TECH PVT. LTD,3WT,66,2022
JITENDRA TEMPO PARTS,3WT,680,2022
JOYRAM STEEL FABRICATION WORKS,3WT,3,2022
J P AUTO TECH,3WT,82,2022
J. S. AUTO (P) LTD,3WT,"8,322",2022
J S MOBILEON PVT LTD,3WT,6,2022
JS MOBILEON PVT LTD,3WT,306,2022
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,3WT,263,2022
KALIKA VAHAN PVT LTD,3WT,2,2022
KALINGA VENTURES INDIA PVT LTD,3WT,110,2022
KALPVRIKSH ELECTOMOBILES CO,3WT,136,2022
KAMAZ INDUSTRIES,3WT,61,2022
KAPTECH INDIA PVT LTD,3WT,"1,433",2022
KCAS ELECTRIC VEHICLES PVT LTD,3WT,47,2022
KERALA AUTOMOBILES LIMITED,3WT,30,2022
KETO MOTORS PVT LTD,3WT,130,2022
KGN,3WT,321,2022
KGN INDUSTRIES,3WT,47,2022
KHALSA  AGRO INDUSTRIES,3WT,31,2022
KHALSAE-VEHICLES PVT LTD,3WT,"3,713",2022
KHEMRAJ AUTOMOTIVE INDUSTRIES,3WT,2,2022
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,3WT,"2,704",2022
KINETIC GREEN ENERGY P SOL LTD,3WT,316,2022
KIRAN AUTOMOBILE INDUSTRY,3WT,10,2022
KIRTI SOLAR LTD,3WT,101,2022
KLB KOMAKI PVT LTD,3WT,9,2022
KPT INDUSTRIES LTD,3WT,9,2022
KPT MOTORS,3WT,15,2022
KRANTI AUTOMOBILES LTD,3WT,3,2022
KRISHNA ENGINEERING WORKS,3WT,684,2022
KRISHNA INDUSTRIES,3WT,41,2022
KRISHNA VEHICALS,3WT,162,2022
K T ENTERPRISES,3WT,292,2022
KUKU AUTOMOTIVES,3WT,338,2022
KUMAR ENGINEERING,3WT,"1,317",2022
K. V. INDUSTRIES,3WT,12,2022
LAKSHYA AUTO SALES CORPORATION,3WT,85,2022
LAKSHYA MOTORS,3WT,9,2022
LAWAT MOTORS LLP,3WT,396,2022
LAXMI E-RICKSHAW COMPANY,3WT,7,2022
LECTRIX E VEHICLES PVT LTD,3WT,"4,646",2022
LOHIA AUTO INDUSTRIES,3WT,"1,520",2022
LOHIA AUTO INDUSTRIES LTD.,3WT,186,2022
LORDS VEHICLE MFG PVT LTD,3WT,114,2022
M2J E VAHAN PVT LTD,3WT,50,2022
MAA KALPANA ENTERPRISE,3WT,17,2022
MAA SHAKTI EXIM PVT LTD,3WT,"2,865",2022
MAC AUTO INDIA,3WT,469,2022
MAHI ENTERPRISES,3WT,80,2022
MAHINDRA ELECTRIC MOBILITY LIMITED,3WT,"15,892",2022
MAHINDRA & MAHINDRA LIMITED,3WT,"25,523",2022
MAHTAB BODY MAKER,3WT,186,2022
MALI ENTERPRISES PVT LTD,3WT,133,2022
MANISH EV INTERNATIONAL PRIVATE LIMITED,3WT,173,2022
MANITA CITY MOTORS LLP,3WT,854,2022
MANMOHAN KAUR,3WT,39,2022
MARINE NAVAIDS & SOLAR AUTO PVT LTD,3WT,14,2022
MARKUS,3WT,2,2022
MARUTI SUZUKI INDIA LTD,3WT,2,2022
M G INDUSTRIES,3WT,64,2022
MINI METRO,3WT,362,2022
MINI METRO EV L.L.P,3WT,"10,487",2022
M.K. ENTERPRISES,3WT,477,2022
MLR AUTO LTD,3WT,845,2022
MLR MOTORS PVT LTD,3WT,3,2022
MOHAN GENERAL TRADING COMPANY,3WT,26,2022
MONDAL TRADING,3WT,2,2022
MOTRAC MOTORS PVT LTD,3WT,23,2022
MOVE STONE SERVICES PVT LTD,3WT,825,2022
M/S JASRAJ AUTO AGENCY,3WT,17,2022
M/S SHRIRAM AUTO TECH PVT LTD,3WT,"2,204",2022
M/S SRISHTI AUTOMOBILES,3WT,2,2022
M/S VISHNU CLEAN ENERGY VEHICLES LLP,3WT,6,2022
MULTI DIMENSIONAL SOLUTIONS,3WT,10,2022
MVM MOTORS PRIVATE LIMITED,3WT,1,2022
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,3WT,"1,723",2022
NABH MOTORS PVT LTD,3WT,12,2022
NAMAH INDUSTRIES PVT LTD,3WT,4,2022
NBC ENGINEERING PVT LTD,3WT,4,2022
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,3WT,542,2022
NEELAM CYCLE,3WT,8,2022
NEW ARCANA INDIA,3WT,"1,331",2022
NEWTON INDIA INDUSTRIES PVT LTD,3WT,9,2022
NGAGE WHEEL PVT LTD,3WT,8,2022
NHD MOTORS,3WT,289,2022
NIBE MOTORS PVT LTD,3WT,4,2022
NIPUN SANYANTRA PVT LTD,3WT,569,2022
NIRMAL UTILITY SERVICES PVT LTD,3WT,77,2022
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,3WT,"1,563",2022
OGATA MOTORS INDIA PVT LTD,3WT,160,2022
OK PLAY INDIA LTD,3WT,63,2022
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3WT,"2,930",2022
OM BALAJI AUTOMOBILES I P LTD,3WT,16,2022
OMEGA SALES & AGRO INDUSTRIES,3WT,102,2022
OMEGA SEIKI PVT LTD,3WT,"2,785",2022
OM. INDUSTRIES,3WT,1,2022
OM PACKAGING,3WT,15,2022
OM RAJ AUTOTECH LLP,3WT,"1,167",2022
OTHERS,3WT,"3,949",2022
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3WT,23,2022
PACE AGRO PRIVATE LIMITED,3WT,46,2022
PANTHER ELECTRIC VEHICLES,3WT,66,2022
PARAS INDUSTRIES,3WT,"1,120",2022
PARI E-VEHICLES,3WT,484,2022
PARI METRO E RICKSHAW,3WT,706,2022
PARVEEN AUTO,3WT,1,2022
PASHUPATI VEHICLES PVT LTD,3WT,1,2022
PATS MOTOR CORP,3WT,24,2022
PIAGGIO VEHICLES PVT LTD,3WT,"59,441",2022
PI BEAM LABS PRIVATE LIMITED,3WT,1,2022
PLAUDIT TECHNO INDIA PVT LTD,3WT,34,2022
POOSHPAK AUTOMOBILES PVT LTD,3WT,1,2022
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,3WT,40,2022
PRABHA AUTOMOTIVE ENGINEERS PVT LTD,3WT,6,2022
PRAG MOTORS,3WT,47,2022
PRAKASH ENTERPRISES,3WT,46,2022
PRIDE E-MOTORS,3WT,321,2022
PUBANG ETRON ELECTRIC MOTOR PVT LTD,3WT,120,2022
PUNEET OVERSEAS  INC,3WT,15,2022
PURVA UDYOG PVT LTD,3WT,35,2022
PYTHOX MOTORS PVT LTD,3WT,125,2022
R3 ENTERPRISES,3WT,170,2022
RACCOON MOTORS PVT LTD,3WT,20,2022
RAHUL AGRO EXPORTS PVT LTD,3WT,37,2022
RAJ AUTOMOTIVE,3WT,101,2022
RAJESH STEEL AND WIRE INDUSTRIES,3WT,30,2022
RAMON INDUSTRIES,3WT,71,2022
RANA ENGINEER WORKS,3WT,35,2022
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,3WT,47,2022
RASANDIK MOTORS PVT LTD,3WT,2,2022
RASIWASIA RASAYAN PVT LTD,3WT,10,2022
RAYON ENGINEERS,3WT,333,2022
RCJ AUTO FORGE PVT LTD,3WT,281,2022
RD AND CO,3WT,9,2022
REEP INDUSTRIES PVT LTD,3WT,187,2022
REFLEX CONTROL SYSTEM PVT .LTD,3WT,63,2022
REPUBLIC MOTORS,3WT,119,2022
RIBAND ELECTRIC PVT LTD,3WT,200,2022
RIYA ENTERPRISE,3WT,31,2022
ROARLEO MOTOR PVT LTD,3WT,136,2022
RSD SECURITY SOLUTIONS PVT LTD,3WT,1,2022
RUDRA AUTO INDUSTRIES,3WT,1,2022
RUTBA PRODUCT PVT LTD,3WT,518,2022
SAERA ELECTRIC AUTO PVT LTD,3WT,"19,315",2022
SAGAR FABRICATIONS,3WT,16,2022
SAHNIANAND E VEHICLES PVT LTD,3WT,"1,133",2022
SAINIK CYCLE MART,3WT,142,2022
SAKSHAM TECH AUTOMOBILES,3WT,241,2022
SAKSHAM TRADING COMPANY,3WT,17,2022
SAMRAT ELECTRIC VEHICLE,3WT,353,2022
S AND J INDUSTRIES,3WT,189,2022
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,3WT,"1,310",2022
SAURYAA SHARYO CORPORATION,3WT,1,2022
SCOOTERS INDIA LTD,3WT,5,2022
SEALION AUTOMOBILE PVT LTD,3WT,36,2022
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,3WT,55,2022
SETH INDUSTRIAL CORPORATION,3WT,401,2022
SF2 E VEHICLE PVT LTD,3WT,16,2022
SGLLINE MOTORS PVT LTD,3WT,60,2022
SHAKTI AUTO GREEN,3WT,415,2022
SHALYA AUTO SALES PVT LTD,3WT,213,2022
SHIGAN EVOLTZ LTD,3WT,853,2022
SHINE METAL UDYOG PVT LTD (UNIT- II),3WT,5,2022
SHINME ELECTRICAL VEHICLE PVT LTD,3WT,91,2022
SHIV OM INDIA,3WT,69,2022
SHREE MARUTI NANDAN BUSINESSS (P) LTD,3WT,181,2022
SHREYA ENGINEERS,3WT,13,2022
SHRI BARSANA E-VEHICLES PVT LTD,3WT,"1,554",2022
SHRI NAMO ELECTRIC AUTOMOTIVE,3WT,264,2022
SHRIRAJ ELECTRIC VEHICLES,3WT,"2,003",2022
SHRI RAM AUTO TECH PVT LTD,3WT,4,2022
SHRI SHIVSHANKAR ENTERPRISES,3WT,8,2022
SINGHAL ENTERPRISES,3WT,38,2022
SIRF INDIA VEHICLES PVT LTD,3WT,5,2022
SIWACH STEEL PVT LTD,3WT,98,2022
SIX SENSES AUTOMOTIVE PVT LTD,3WT,4,2022
SKS AUTOMOBILES (I) PVT LTD,3WT,4,2022
SKS TRADE INDIA PVT LTD,3WT,"6,308",2022
SKYRIDE AUTOMOTIVE,3WT,90,2022
SMART ELECTRO MOTORS,3WT,48,2022
SN SOLAR ENERGY,3WT,23,2022
SONI E VEHICLE PVT LTD,3WT,173,2022
SPEED AUTO TECH,3WT,8,2022
SPEEDWAYS ELECTRIC,3WT,1,2022
SPEEGO VEHICLES CO PVT LTD,3WT,"3,704",2022
SPEEGO VEHICLES PVT. LTD,3WT,131,2022
SRD RENEWABLES,3WT,"1,222",2022
SSB INDISTRIES,3WT,"1,747",2022
SSEV ENTERPRISES PRIVATE LIMITED,3WT,340,2022
S S GLOBAL,3WT,11,2022
SSV TECHNOLOGIES,3WT,2,2022
STAR BULL E MOTORS,3WT,"2,217",2022
STAR IGLOBAL AUTOMOTIVE PVT LTD,3WT,211,2022
SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,3WT,11,2022
SUGANJI RARA ELECTRIC VEHICLE PVT LTD,3WT,4,2022
SUMFONL AUTO TRADERS PVT LTD,3WT,77,2022
SUNKU AUTO LTD,3WT,1,2022
SUNSET TRADE PVT LTD,3WT,250,2022
SUNULTRA POWER SOLUTIONS PVT LTD,3WT,82,2022
SUPERECO AUTOMOTIVE CO,3WT,55,2022
SUPER METRO INDUSTRIES,3WT,"1,006",2022
SUPERTECH EV LIMITED,3WT,"1,038",2022
SUPREME SMART POWER PVT LTD,3WT,244,2022
SWARNCHAKRA AUTOMOBILES PVT LTD,3WT,7,2022
SYNDICATE AUTO COMPONENTS,3WT,227,2022
TAO POWER PRIVATE LIMITED,3WT,6,2022
TATA MOTORS LTD,3WT,4,2022
TAURUS ELECTRIC VEHICLES,3WT,234,2022
TEJASGREEN AUTOMOTIVE PVT LTD,3WT,42,2022
TERRA MOTORS INDIA PVT LTD,3WT,"7,876",2022
THE COMMERCIAL MOTORS LIMITED,3WT,79,2022
THUKRAL ELECTRIC BIKES PVT LTD,3WT,"5,915",2022
TI CLEAN MOBILITY PVT LTD,3WT,1,2022
TOP TEAM MACHINES PVT LTD,3WT,"1,382",2022
TRINITY ELECTRIC VEHICLES PVT LTD,3WT,9,2022
TRISHIKA INDUSTRIES,3WT,"1,355",2022
TSM ENGINEERING PVT LTD,3WT,7,2022
TSR TRADE COM,3WT,29,2022
TUFAN MOTORS PVT LTD,3WT,391,2022
T U K INDUSTRIES,3WT,"1,240",2022
TVS MOTOR COMPANY LTD,3WT,"12,875",2022
TWASHTRE AUTOMOTIVE PVT LTD,3WT,6,2022
TWINKLE TRADCOM PVT LTD,3WT,476,2022
TWO FRIENDS AUTO ELECTRIC PVT LTD,3WT,"2,724",2022
UMA  AUTO INDUSTRIES PVT. LTD,3WT,34,2022
UMA MOTORS,3WT,191,2022
UNIQUE ENTERPRISES,3WT,"1,671",2022
UNIQUE INTERNATIONAL,3WT,"10,246",2022
UNITED TRANSMOVERS PVT LTD,3WT,321,2022
U P TELELINKS LIMITED,3WT,15,2022
U.P. TELELINKS LIMITED,3WT,"1,978",2022
URWASHI ENTERPRISES,3WT,156,2022
VAHAK FUTURE SOLUTIONS LLP,3WT,17,2022
VANI ELECTRIC VEHICLES PVT LTD,3WT,"5,969",2022
VEANCO AUTOMOTIVES PVT LTD,3WT,6,2022
VEECTERO E VEHICLES LLP,3WT,132,2022
VENUS AUTO WHEELS PVT LTD,3WT,398,2022
VICTORIA E VEHICLES PVT. LTD,3WT,10,2022
VICTORY ELECTRIC INTERNATIONAL,3WT,"2,135",2022
VIJAYA ELECTRIC AUTO PVT LTD,3WT,193,2022
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,3WT,"1,355",2022
VIJAYSHREE AUTOCOM LIMITED,3WT,248,2022
VIMAL UNIVERSAL TRADE PVT LTD,3WT,407,2022
VINCI INDUSTRIAL CORPORATION,3WT,9,2022
VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,3WT,1,2022
VISHAL ENTERPRISES,3WT,140,2022
VISHWAKARMA GNG INDUSTRY,3WT,6,2022
VISHWARUP ENTERPRISE,3WT,2,2022
VITAN JAGADA AUTOMOBILE PVT LTD,3WT,2,2022
VRINDA ENTERPRISES,3WT,446,2022
VSL INDUSTRIES,3WT,7,2022
V.T. ENGINEERING,3WT,59,2022
V.V.A.AUTO INDUSTRIES PVT.LTD,3WT,72,2022
WASAN E-MOBILITY SOLUTIONS PVT LTD,3WT,13,2022
WELKIN HEALTHCARE PVT LTD,3WT,114,2022
WOX COOLERS PVT LTD,3WT,1,2022
XXPLORE AUTOMATIVE PVT LTD,3WT,12,2022
XXPLORE AUTOMOTIVE PVT. LIMITED,3WT,15,2022
YAARI AUTOMOBILES PVT LTD,3WT,1,2022
YC ELECTRIC VEHICLE,3WT,"29,791",2022
YUVRAJ INTERNATIONAL,3WT,5,2022
ZENIAK INNOVATION INDIA LTD,3WT,"1,561",2022
ZENTHIUM EV PVT LTD,3WT,223,2022
ZEOPLUS AXIS INDIA PVT. LTD.,3WT,382,2022
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,3WT,3,2022
ZESAR MOTORS PVT LTD,3WT,23,2022
ZOHAN TRADERS AND BIG METRO,3WT,5,2022
3EV INDUSTRIES PVT LTD,3WN,0,2023
3S INDUSTRIES PRIVATE LIMITED,3WN,0,2023
AADHYA ENTERPRISES,3WN,0,2023
AADITYA GARBAGE PRODUCTS PVT LTD,3WN,0,2023
AAHANA COMMERCE PVT LTD,3WN,0,2023
AARGEE ELECTRIC,3WN,0,2023
ACCRETION POWER AUTOS,3WN,0,2023
ADAPT MOTORS PVT LTD,3WN,0,2023
ADIDEV TECHNOA PVT LTD,3WN,0,2023
ADITYA ENTERPRISES,3WN,0,2023
ADITYA SAI INDUSTRIES,3WN,0,2023
ADM TECHNOLOGIES PVT. LTD.,3WN,0,2023
AJAY MOTORS PRIVATE LIMITED,3WN,0,2023
A K AUTTO ELECTRICAL,3WN,0,2023
AKG INTERNATIONAL,3WN,0,2023
A K GUPTA & CO.,3WN,0,2023
ALBEDO VISION PVT LTD,3WN,0,2023
ALLENTTI MOTORS PVT LTD,3WN,0,2023
ALLFINE INDUSTRIES PVT LTD,3WN,2,2023
ALTIER ELECTRIC VEHICLES PVT LTD,3WN,0,2023
ALTIGREEN PROPULSION LABS PVT LTD,3WN,0,2023
ALTIUS TECHNOLOGIES,3WN,0,2023
AMAN AUTOMOBILES,3WN,0,2023
AMAN ELECTRIC VEHICLES,3WN,0,2023
AMBIKA ENTERPRISES,3WN,0,2023
AMBIKA INDUSTRIES,3WN,0,2023
ANJALI AUTO COMPONENTS,3WN,0,2023
ANJALI TRADERS,3WN,0,2023
ANKUSH AUTO DEALS,3WN,0,2023
APARNA INDUSTRIES,3WN,0,2023
A P I MOTORS PVT LTD,3WN,0,2023
APM AUTO SALES,3WN,0,2023
APSARA ENTERPRISE,3WN,0,2023
ARCHIT ENTERPRISES,3WN,0,2023
ARD EXIM,3WN,1,2023
ARNA ELECTRIC AUTO PVT LTD,3WN,0,2023
ARROW AUTOMOTIVE,3WN,0,2023
ASHA IMPEX,3WN,0,2023
ASHLESHA POWER CONTROLS PVT LTD,3WN,0,2023
ASHMA-MOTORS PVT LTD,3WN,0,2023
ATTOLENT AUTO GROUP PVT LTD,3WN,0,2023
ATUL AUTO LTD,3WN,50,2023
ATUL GREENTECH PRIVATE LIMITED,3WN,0,2023
ATUT SANGAM,3WN,0,2023
AUTOECO GREEN ENERGY PVT LTD,3WN,0,2023
AUTOHAUS PRIVATE LIMITED,3WN,0,2023
AUTOLITE (INDIA) LIMITED,3WN,0,2023
A.V.AUTOMOTIVES PVT LTD,3WN,0,2023
AVL ELECTRIC VEHICLES PVT LTD,3WN,0,2023
